0,12,-0.182574185835055,0.000000000000000
0,14,-0.091287092917528,0.000000000000000
1,13,0.182574185835055,0.000000000000000
1,14,0.223606797749979,0.000000000000000
2,12,-0.091287092917528,0.000000000000000
2,13,0.223606797749979,0.000000000000000
2,14,-0.182574185835055,0.000000000000000
3,15,0.182574185835055,0.000000000000000
4,4,0.116642368703961,-0.000000000000000
4,6,0.058321184351981,0.000000000000000
4,76,-0.101015254455221,0.000000000000000
4,78,-0.050507627227610,0.000000000000000
5,5,-0.116642368703961,0.000000000000000
5,6,-0.142857142857143,0.000000000000000
5,77,0.101015254455221,0.000000000000000
5,78,0.123717914826348,0.000000000000000
6,4,0.058321184351981,0.000000000000000
6,5,-0.142857142857143,0.000000000000000
6,6,0.116642368703961,-0.000000000000000
6,76,-0.050507627227610,0.000000000000000
6,77,0.123717914826348,0.000000000000000
6,78,-0.101015254455221,0.000000000000000
7,7,-0.116642368703961,0.000000000000000
7,79,0.101015254455221,0.000000000000000
8,8,-0.058321184351981,0.000000000000000
8,10,-0.029160592175990,0.000000000000000
8,80,-0.142857142857143,0.000000000000000
8,82,-0.071428571428571,0.000000000000000
9,9,0.058321184351981,0.000000000000000
9,10,0.071428571428572,0.000000000000000
9,81,0.142857142857143,0.000000000000000
9,82,0.174963553055941,0.000000000000000
10,8,-0.029160592175990,0.000000000000000
10,9,0.071428571428572,0.000000000000000
10,10,-0.058321184351981,0.000000000000000
10,80,-0.071428571428571,0.000000000000000
10,81,0.174963553055941,0.000000000000000
10,82,-0.142857142857143,0.000000000000000
11,11,0.058321184351981,0.000000000000000
11,83,0.142857142857143,0.000000000000000
12,0,-0.182574185835055,0.000000000000000
12,2,-0.091287092917528,0.000000000000000
12,12,-0.116642368703961,0.000000000000000
12,14,-0.058321184351981,0.000000000000000
12,84,-0.156492159287190,0.000000000000000
12,86,-0.078246079643595,0.000000000000000
13,1,0.182574185835055,0.000000000000000
13,2,0.223606797749979,0.000000000000000
13,13,0.116642368703961,0.000000000000000
13,14,0.142857142857143,0.000000000000000
13,85,0.156492159287190,0.000000000000000
13,86,0.191662969499982,0.000000000000000
14,0,-0.091287092917528,0.000000000000000
14,1,0.223606797749979,0.000000000000000
14,2,-0.182574185835055,0.000000000000000
14,12,-0.058321184351981,0.000000000000000
14,13,0.142857142857143,0.000000000000000
14,14,-0.116642368703961,0.000000000000000
14,84,-0.078246079643595,0.000000000000000
14,85,0.191662969499982,0.000000000000000
14,86,-0.156492159287190,0.000000000000000
15,3,0.182574185835055,0.000000000000000
15,15,0.116642368703961,0.000000000000000
15,87,0.156492159287190,0.000000000000000
16,16,-0.058321184351981,0.000000000000000
16,18,-0.029160592175990,0.000000000000000
16,88,-0.142857142857143,0.000000000000000
16,90,-0.071428571428571,0.000000000000000
17,17,0.058321184351981,0.000000000000000
17,18,0.071428571428572,0.000000000000000
17,89,0.142857142857143,0.000000000000000
17,90,0.174963553055941,0.000000000000000
18,16,-0.029160592175990,0.000000000000000
18,17,0.071428571428572,0.000000000000000
18,18,-0.058321184351981,0.000000000000000
18,88,-0.071428571428571,0.000000000000000
18,89,0.174963553055941,0.000000000000000
18,90,-0.142857142857143,0.000000000000000
19,19,0.058321184351981,0.000000000000000
19,91,0.142857142857143,0.000000000000000
20,20,0.116642368703961,-0.000000000000000
20,22,0.058321184351981,0.000000000000000
20,92,-0.101015254455221,0.000000000000000
20,94,-0.050507627227610,0.000000000000000
21,21,-0.116642368703961,0.000000000000000
21,22,-0.142857142857143,0.000000000000000
21,93,0.101015254455221,0.000000000000000
21,94,0.123717914826348,0.000000000000000
22,20,0.058321184351981,0.000000000000000
22,21,-0.142857142857143,0.000000000000000
22,22,0.116642368703961,-0.000000000000000
22,92,-0.050507627227610,0.000000000000000
22,93,0.123717914826348,0.000000000000000
22,94,-0.101015254455221,0.000000000000000
23,23,-0.116642368703961,0.000000000000000
23,95,0.101015254455221,0.000000000000000
