

[0, 1, 2, 3, 4, 5, 6, 7, 8]
[0, 18, 18, 198, 324, 702, 954, 1332, 1584, 1962]
6.0
1962 x 1962 matrix
         66839812 function calls (66835249 primitive calls) in 97.993 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      612    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
      352    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        2    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
     1348    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        7    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
      358    0.000    0.000    0.000    0.000 sre_parse.py:159(__len__)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
      129    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
      110    0.000    0.000    0.000    0.000 sre_compile.py:388(_simple)
        5    0.000    0.000    0.000    0.000 re.py:184(sub)
       20    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1482(_guarded_repr_or_str)
       73    0.000    0.000    0.000    0.000 typing.py:354(_type_check)
      266    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
    50/39    0.000    0.000    0.000    0.000 typing.py:1083(_subs_tree)
      351    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      921    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      960    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
       61    0.000    0.000    0.000    0.000 typing.py:1047(_get_type_vars)
        3    0.000    0.000    0.000    0.000 typing.py:790(__getitem__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
      347    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
      353    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      533    0.000    0.000    0.000    0.000 {built-in method from_bytes}
    45/41    0.000    0.000    0.000    0.000 typing.py:580(_subs_tree)
      354    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
      337    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        4    0.000    0.000    0.000    0.000 enum.py:760(_missing_)
        1    0.000    0.000    0.000    0.000 mio5_params.py:6(<module>)
      159    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(norm)
      104    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
        4    0.000    0.000    0.000    0.000 enum.py:767(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 contextlib.py:49(inner)
        4    0.000    0.000    0.000    0.000 typing.py:732(__new__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
       10    0.000    0.000    0.000    0.000 _datasource.py:503(_sanitize_relative_path)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       16    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        7    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
       90    0.000    0.000    0.000    0.000 typing.py:1107(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 typing.py:843(__getitem__)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
       73    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
       26    0.000    0.000    0.000    0.000 core.py:927(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
        4    0.000    0.000    0.000    0.000 enum.py:839(_decompose)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      350    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       40    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
       84    0.000    0.000    0.000    0.000 typing.py:1025(_abc_negative_cache)
      701    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
      337    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        2    0.000    0.000    0.000    0.000 linalg.py:2316(norm)
       88    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      327    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       38    0.000    0.000    0.000    0.000 typing.py:896(_no_slots_copy)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
      253    0.000    0.000    0.000    0.000 inspect.py:2781(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        9    0.000    0.000    0.000    0.000 datetime.py:356(__new__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:30(__init__)
      201    0.000    0.000    0.000    0.000 _internal.py:795(<genexpr>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
       20    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
       14    0.000    0.000    0.000    0.000 sre_compile.py:376(_mk_bitmap)
        5    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 SpinHamiltonianSuperoperator.py:19(<dictcomp>)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
      364    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
     1483    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
    66/58    0.000    0.000    0.000    0.000 typing.py:553(_replace_arg)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
       23    0.000    0.000    0.000    0.000 enum.py:419(_get_mixins_)
       48    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
      467    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:60(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:613(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
     1001    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
      129    0.000    0.000    0.000    0.000 __init__.py:420(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
      229    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
      868    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      279    0.000    0.000    0.000    0.000 typing.py:971(<genexpr>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(dot)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 mio5.py:465(VarWriter5)
        1    0.000    0.000    0.000    0.000 orthogonal.py:72(<module>)
      306    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       10    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 getlimits.py:398(_init)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:241(getdoc)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        4    0.000    0.000    0.000    0.000 sputils.py:121(get_index_dtype)
       86    0.000    0.000    0.000    0.000 typing.py:518(_get_type_vars)
        8    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
       10    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
      202    0.000    0.000    0.000    0.000 typing.py:1089(__eq__)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
       16    0.000    0.000    0.000    0.000 re.py:179(search)
      133    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
      245    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 typing.py:668(_tp_cache)
       44    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:8(<module>)
       84    0.000    0.000    0.000    0.000 typing.py:1039(_abc_negative_cache_version)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
        6    0.000    0.000    0.000    0.000 abc.py:180(__instancecheck__)
        8    0.000    0.000    0.000    0.000 core.py:7996(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
      176    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 doccer.py:204(filldoc)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 doccer.py:230(unindent_dict)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
      205    0.000    0.000    0.000    0.000 typing.py:974(<genexpr>)
       14    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
        4    0.000    0.000    0.000    0.000 miobase.py:138(convert_dtypes)
        8    0.000    0.000    0.000    0.000 enum.py:464(_find_new_)
       25    0.000    0.000    0.000    0.000 SpinHamiltonianSuperoperator.py:19(<listcomp>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:240(decorator)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
      562    0.000    0.000    0.000    0.000 inspect.py:2506(default)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
      337    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        9    0.000    0.000    0.000    0.000 doccer.py:238(unindent_string)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2354(TextIO)
      664    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        8    0.000    0.000    0.000    0.000 core.py:8001(getdoc)
        9    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        8    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
       26    0.000    0.000    0.000    0.000 inspect.py:485(unwrap)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:27(_fr1)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      123    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
      486    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 sputils.py:210(isshape)
        1    0.000    0.000    0.000    0.000 compressed.py:138(check_format)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       35    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
      500    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:41(_relax_case)
      158    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       40    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       15    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
      489    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 _fortran.py:6(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2340(BinaryIO)
        2    0.000    0.000    0.000    0.000 core.py:6541(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:239(_get_machar)
        3    0.000    0.000    0.000    0.000 typing.py:805(_subs_tree)
       16    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
        1    0.000    0.000    0.000    0.000 idl.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mio5.py:110(MatFile5Reader)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       24    0.000    0.000    0.000    0.000 typing.py:646(<genexpr>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
    37/26    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
        8    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
        1    0.000    0.000    0.000    0.000 mio5.py:768(MatFile5Writer)
      272    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
       78    0.000    0.000    0.000    0.000 typing.py:931(<genexpr>)
       80    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
       67    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mmio.py:5(<module>)
        5    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 miobase.py:335(MatFileReader)
        2    0.000    0.000    0.000    0.000 sputils.py:188(isintlike)
       63    0.000    0.000    0.000    0.000 typing.py:866(_make_subclasshook)
        1    0.000    0.000    0.000    0.000 core.py:2717(MaskedArray)
       11    0.000    0.000    0.000    0.000 posixpath.py:75(join)
       74    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
      123    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
      254    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.000    0.000 __init__.py:215(<listcomp>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1152(__init__)
        1    0.000    0.000    0.000    0.000 mio4.py:304(MatFile4Reader)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
       20    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 SpinHamiltonianSuperoperator.py:24(<dictcomp>)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       40    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      357    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(iscomplexobj)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6744(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       84    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
      276    0.000    0.000    0.000    0.000 inspect.py:2502(name)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:2392(_ParameterKind)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
       96    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:498(__init__)
      223    0.000    0.000    0.000    0.000 typing.py:975(<genexpr>)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        1    0.000    0.000    0.000    0.000 _methods.py:36(_sum)
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      308    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        7    0.000    0.000    0.000    0.000 decorator.py:152(update)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.000    0.000 decorator.py:85(FunctionMaker)
      4/2    0.000    0.000    0.000    0.000 typing.py:1145(__subclasscheck__)
       47    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
      187    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        5    0.000    0.000    0.000    0.000 _datasource.py:517(exists)
       15    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
       10    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
    45/43    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 core.py:3087(view)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
       39    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        5    0.000    0.000    0.000    0.000 SpinHamiltonianSuperoperator.py:24(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
       40    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       72    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        5    0.000    0.000    0.000    0.000 _datasource.py:354(_splitzipext)
        1    0.000    0.000    0.000    0.000 datetime.py:1991(timezone)
       45    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
      136    0.000    0.000    0.000    0.000 typing.py:1096(__hash__)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        5    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _index.py:2(<module>)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 SpinHamiltonianSuperoperator.py:17(<dictcomp>)
        1    0.000    0.000    0.000    0.000 SpinHamiltonianSuperoperator.py:25(<dictcomp>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6376(__array_finalize__)
        6    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:168(__new__)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        3    0.000    0.000    0.000    0.000 datetime.py:1389(__new__)
      110    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
      220    0.000    0.000    0.000    0.000 inspect.py:2514(kind)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       99    0.000    0.000    0.000    0.000 enum.py:630(<lambda>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:244(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:686(_Union)
       16    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
      129    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        7    0.000    0.000    0.000    0.000 decorator.py:177(<listcomp>)
       26    0.000    0.000    0.000    0.000 typing.py:654(_check_generic)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       92    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 SpinHamiltonianSuperoperator.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:18(<module>)
       26    0.000    0.000    0.000    0.000 inspect.py:505(_is_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        9    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 blas.py:365(_memoize_get_funcs)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:122(<listcomp>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
       51    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       18    0.000    0.000    0.000    0.000 dual.py:52(register_func)
       90    0.000    0.000    0.000    0.000 typing.py:984(<genexpr>)
        2    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       24    0.000    0.000    0.000    0.000 enum.py:874(_power_of_two)
        4    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
       10    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        5    0.000    0.000    0.000    0.000 type_check.py:280(iscomplexobj)
        2    0.000    0.000    0.000    0.000 platform.py:1279(python_implementation)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6702(numeric_type_aliases)
       57    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3037(ndim)
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        1    0.000    0.000    0.000    0.000 argparse.py:1063(_SubParsersAction)
